VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
PRD-WEB-200,poweredOn,False,False,green,prd-web-200.corp.example,connected,running,green,False,2026/06/24 10:23:00,,,,2021/04/27 08:12:00,,4,0,8192,1618,1,1,81920,,,normal,,True,TRUE,10.10.120.104,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,90412,90112,90112,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-01] PRD-WEB-200/PRD-WEB-200.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1199,,42ef40d10f6ce9bffe7ee3628a89b0f0,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-201,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2022/05/18 21:25:00,,12,,131072,0,1,2,92160,,,normal,,True,TRUE,,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,223532,38492,38492,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,19,none,never,,[prod-vmfs-04] PRD-FS-201/PRD-FS-201.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Red Hat Enterprise Linux 8 (64-bit),,,,vm-1200,,4261ea2fe42e707afe2bd9875fdcabbf,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-202,poweredOn,False,False,green,prd-svc-202.corp.example,connected,running,green,False,2026/08/24 20:14:00,,,,2024/02/12 08:42:00,,4,1,4096,487,1,2,573440,,,normal,,True,,10.10.110.59,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,577836,371302,371302,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,14,none,never,,[prod-vmfs-04] PRD-SVC-202/PRD-SVC-202.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1201,,422099d187623997649f7d888989c5ab,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-203,poweredOn,False,False,green,prd-app-203.corp.example,connected,running,green,False,2026/07/13 14:28:00,,,,2024/11/15 01:18:00,,16,0,49152,12470,2,1,61440,,,normal,,True,TRUE,10.10.120.105,PG-Web-120,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,110892,86730,86730,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,19,none,never,,[prod-vmfs-01] PRD-APP-203/PRD-APP-203.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1202,,423f5cf23acb43a3d2c7bffb6118433b,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-204,poweredOn,False,False,green,prd-app-204.corp.example,connected,running,green,False,2026/08/29 17:27:00,,,,2025/06/24 14:28:00,,4,0,32768,6293,1,1,61440,,,normal,,True,TRUE,10.10.110.61,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,94508,59639,59639,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-03] PRD-APP-204/PRD-APP-204.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),,,vm-1203,,423d9c4e04015cede39836bbe23ddfaa,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-205,poweredOn,False,False,green,prd-rds-205.corp.example,connected,running,green,False,2026/07/23 15:12:00,,,,2017/11/29 08:22:00,,1,0,8192,1271,1,1,61440,,,normal,,True,TRUE,10.10.100.77,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,69932,23910,23910,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-05] PRD-RDS-205/PRD-RDS-205.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1204,,428a2db23bfda8a6705fddf566fadca0,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,green,prd-svc-206.corp.example,connected,running,green,False,2026/07/13 05:03:00,,,,2023/03/25 04:48:00,,16,0,65536,5305,2,4,727040,,,normal,,True,,10.10.120.106,PG-Web-120,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,792876,661645,661645,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-02] PRD-SVC-206/PRD-SVC-206.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1205,,42d18183ac2b0cfcc5c51060991121e7,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-207,poweredOn,False,False,green,prd-svc-207.corp.example,connected,running,green,False,2026/06/18 12:06:00,,,,2018/12/31 19:55:00,,4,0,2048,260,2,1,40960,,,normal,,True,,10.10.100.78,PG-App-100,PG-App-100,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,43308,24896,24896,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-02] PRD-SVC-207/PRD-SVC-207.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1206,,42e95d27bc36dc59e134edfc97777f10,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,green,prd-rds-208.corp.example,connected,running,green,False,2026/08/01 07:25:00,,,,2023/04/01 21:19:00,,12,7,131072,44834,1,3,184320,,,normal,,True,TRUE,10.10.110.62,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,315692,269766,269766,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,19,none,never,,[prod-vmfs-03] PRD-RDS-208/PRD-RDS-208.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,,,vm-1207,,426a9440b2414482519894d886433603,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-209,poweredOn,False,False,green,prd-svc-209.corp.example,connected,running,green,False,2026/07/16 02:03:00,,,,2021/12/25 19:55:00,,2,0,8192,2027,1,3,471040,,,normal,,True,TRUE,10.10.100.80,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,479532,167228,167228,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,21,none,never,,[prod-vmfs-02] PRD-SVC-209/PRD-SVC-209.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1208,,42ea2c7a7688d11fce4758be24f43c62,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-210,poweredOn,False,False,green,prd-svc-210.corp.example,connected,running,green,False,2026/08/07 20:52:00,,,,2020/08/09 09:37:00,,4,0,8192,1335,2,3,460800,,,normal,,True,TRUE,10.10.100.81,PG-App-100,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,469292,320876,320876,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-01] PRD-SVC-210/PRD-SVC-210.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1209,,42d8ddbb73253aa3ec170298143df5b3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-211,poweredOn,False,False,green,prd-web-211.corp.example,connected,running,green,False,2026/08/10 19:38:00,,,,2018/06/28 11:55:00,,12,0,65536,10180,1,3,389120,,,normal,,True,,10.10.100.82,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,454956,273446,273446,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-05] PRD-WEB-211/PRD-WEB-211.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1210,,42cdfd95302b783112a1fe7ddfa59722,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-212,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2025/04/18 09:42:00,,4,,8192,0,2,1,81920,,,normal,,True,TRUE,,PG-DB-110,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,90412,22807,22807,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,10,none,never,,[prod-vmfs-04] PRD-WEB-212/PRD-WEB-212.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),,,,vm-1211,,4230a564efe9b3d0363908bf03ece8ff,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-213,poweredOn,False,False,green,prd-rds-213.corp.example,connected,running,green,False,2026/06/04 12:34:00,,,,2021/05/20 15:49:00,,16,7,16384,3675,1,1,40960,,,normal,,True,TRUE,10.10.110.64,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,57644,34864,34864,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-01] PRD-RDS-213/PRD-RDS-213.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,,,vm-1212,,42c6881352555c758d55119e3d44cb2c,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-214,poweredOn,False,False,green,prd-sql-214.corp.example,connected,running,green,False,2026/07/06 20:47:00,,,,2023/01/09 03:07:00,,8,0,32768,6303,1,2,266240,,,normal,,True,TRUE,10.10.100.83,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,299308,130160,130160,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-05] PRD-SQL-214/PRD-SQL-214.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1213,,42783086b8f0188efb37afaecd8563ca,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-215,poweredOn,False,False,green,prd-sql-215.corp.example,connected,running,green,False,2026/06/30 12:19:00,,,,2023/04/21 05:18:00,,2,7,4096,388,1,1,81920,,,normal,,True,TRUE,10.10.120.108,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,86316,36601,36601,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-02] PRD-SQL-215/PRD-SQL-215.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1214,,429442b595831d58ef4c51198da5d39b,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-216,poweredOn,False,False,green,prd-sql-216.corp.example,connected,running,green,False,2026/08/10 08:18:00,,,,2021/02/17 09:49:00,,2,0,16384,1955,1,2,286720,,,normal,,True,TRUE,10.10.120.109,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,303404,177021,177021,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-04] PRD-SQL-216/PRD-SQL-216.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1215,,4241e02a566a9ce7af521b94f186e47a,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-217,poweredOn,False,False,green,prd-rds-217.corp.example,connected,running,green,False,2026/08/13 04:21:00,,,,2019/06/02 07:57:00,,4,7,4096,1198,2,2,133120,,,normal,,True,,10.10.110.65,PG-DB-110,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,137516,69995,69995,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-02] PRD-RDS-217/PRD-RDS-217.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1216,,42eab9eb2f1dc1217d024c6d8bea75c1,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-218,poweredOn,False,False,green,prd-app-218.corp.example,connected,running,green,False,2026/07/01 21:25:00,,,,2018/09/07 05:30:00,,12,0,4096,995,2,2,1085440,,,normal,,True,TRUE,10.10.120.110,PG-Web-120,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1089836,664904,664904,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-03] PRD-APP-218/PRD-APP-218.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1217,,42a175a9d7b102a92332a50e6992896e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-219,poweredOn,False,False,green,prd-web-219.corp.example,connected,running,green,False,2026/06/28 11:40:00,,,,2026/06/09 08:56:00,,1,7,32768,6624,2,4,1566720,,,normal,,True,,10.10.120.112,PG-Web-120,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1599788,902628,902628,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[prod-vmfs-03] PRD-WEB-219/PRD-WEB-219.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1218,,427bb344e9aa144b9dd43675ef145064,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-220,poweredOn,False,False,green,prd-svc-220.corp.example,connected,running,green,False,2026/07/16 21:27:00,,,,2021/10/14 04:24:00,,8,1,16384,1868,1,2,153600,,,normal,,True,TRUE,10.10.110.68,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,170284,66670,66670,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,14,none,never,,[prod-vmfs-05] PRD-SVC-220/PRD-SVC-220.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1219,,42d02b1280913ac10463750e49646b96,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-001,poweredOn,False,False,green,dev-app-001.corp.example,connected,running,green,False,2026/08/01 08:59:00,,,,2022/06/05 21:01:00,,2,7,32768,5254,1,1,102400,,,normal,,True,,10.20.200.11,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,135468,135168,135168,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[dev-nfs-01] DEV-APP-001/DEV-APP-001.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1220,,42cb80f2446f64dd5abca6e5d0b1e3eb,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-002,poweredOn,False,False,green,dev-ctx-002.corp.example,connected,running,green,False,2026/07/01 12:07:00,,,,2018/02/04 08:25:00,,2,1,8192,590,2,2,337920,,,normal,,True,TRUE,10.20.250.11,PG-Nested-Lab-250,PG-Dev-200,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,346412,191187,191187,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-02] DEV-CTX-002/DEV-CTX-002.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Other 3.x or later Linux (64-bit),,,,vm-1221,,42fdde64a75b395a14a34f7fd90dd19b,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-003,poweredOn,False,False,green,dev-fs-003.corp.example,connected,notRunning,gray,False,2026/07/13 15:17:00,,,,2019/05/19 22:54:00,,4,2,2048,332,1,2,358400,,,normal,,True,,10.20.200.13,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,360748,241332,241332,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-02] DEV-FS-003/DEV-FS-003.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1222,,427ff6b8152aeaec2bdfcb41b3eda8f1,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-004,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2025/10/11 11:31:00,,2,,8192,0,1,2,266240,,,normal,,True,TRUE,,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,274732,114507,114507,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[dev-nfs-01] DEV-APP-004/DEV-APP-004.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Ubuntu Linux (64-bit),,,,vm-1223,,4279ba639118c400e336c243b139c476,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-005,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2018/03/05 10:38:00,,1,,4096,0,1,1,102400,,,normal,,True,TRUE,,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,106796,52917,52917,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,17,none,never,,[dev-nfs-01] DEV-WEB-005/DEV-WEB-005.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2016 (64-bit),,,,vm-1224,,42350850f622d84204022b3c508211a5,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-006,poweredOn,False,False,green,dev-fs-006.corp.example,connected,running,green,False,2026/07/08 22:15:00,,,,2022/04/22 10:22:00,,8,7,16384,6186,1,2,1085440,,,normal,,True,TRUE,10.20.200.14,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1102124,671995,671995,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,19,none,never,,[dev-nfs-01] DEV-FS-006/DEV-FS-006.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1225,,42e582b6ad5229dd639fc471d9750f00,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-007,poweredOn,False,False,green,dev-app-007.corp.example,connected,running,green,False,2026/08/15 15:26:00,,,,2019/09/23 14:05:00,,4,0,2048,706,1,3,2201600,,,normal,,True,TRUE,10.20.200.15,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,2203948,2176505,2176505,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[dev-nfs-02] DEV-APP-007/DEV-APP-007.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1226,,425731161375ee90d6b361e43b6dca0d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-008,poweredOn,False,False,green,dev-sql-008.corp.example,connected,running,green,False,2026/07/12 22:03:00,,,,2020/01/16 12:06:00,,4,7,16384,6499,1,1,61440,,,normal,,True,TRUE,10.20.250.12,PG-Nested-Lab-250,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,78124,44731,44731,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-02] DEV-SQL-008/DEV-SQL-008.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1227,,426e8d96601bfbcbf0eebcce8d93e14a,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-009,poweredOn,False,False,green,dev-app-009.corp.example,connected,running,green,False,2026/06/10 14:49:00,,,,2018/04/26 21:10:00,,2,0,4096,401,1,1,40960,,,normal,,True,TRUE,10.20.200.16,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,45356,14693,14693,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,17,none,never,,[dev-nfs-01] DEV-APP-009/DEV-APP-009.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1228,,42c8ad08b630794d6147adeb277b0667,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-010,poweredOn,False,False,green,dev-sql-010.corp.example,connected,running,green,False,2026/07/21 14:12:00,,,,2021/07/30 15:55:00,,4,2,16384,4378,1,2,573440,,,normal,,True,TRUE,10.20.250.13,PG-Nested-Lab-250,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,590124,323549,323549,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[dev-nfs-01] DEV-SQL-010/DEV-SQL-010.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1229,,4216591c21ebfaa91a2bd69c450f69ee,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
