VM,Powerstate,Template,SRM Placeholder,Disk Key,Disk,Capacity MiB,Consumed MiB,Free MiB,Free %,Internal Sort Column,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
PRD-WEB-211,poweredOn,False,False,2000,C:\,81420,21668,59751,73,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1210,42cdfd95302b783112a1fe7ddfa59722,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-211,poweredOn,False,False,2001,D:\,204300,126404,77895,38,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1210,42cdfd95302b783112a1fe7ddfa59722,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-211,poweredOn,False,False,2002,E:\,101900,64987,36912,36,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1210,42cdfd95302b783112a1fe7ddfa59722,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-213,poweredOn,False,False,2000,C:\,40460,7012,33447,83,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1212,42c6881352555c758d55119e3d44cb2c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-214,poweredOn,False,False,2000,C:\,60940,49669,11270,18,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1213,42783086b8f0188efb37afaecd8563ca,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-214,poweredOn,False,False,2001,D:\,204300,159602,44697,22,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1213,42783086b8f0188efb37afaecd8563ca,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-215,poweredOn,False,False,2000,C:\,81420,74776,6643,8,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1214,429442b595831d58ef4c51198da5d39b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-216,poweredOn,False,False,2000,C:\,81420,54486,26933,33,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1215,4241e02a566a9ce7af521b94f186e47a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-216,poweredOn,False,False,2001,D:\,204300,134334,69965,34,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1215,4241e02a566a9ce7af521b94f186e47a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-217,poweredOn,False,False,2000,C:\,81420,58464,22955,28,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1216,42eab9eb2f1dc1217d024c6d8bea75c1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-217,poweredOn,False,False,2001,D:\,50700,47567,3132,6,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1216,42eab9eb2f1dc1217d024c6d8bea75c1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-218,poweredOn,False,False,2000,/,60416,22807,37608,62,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1217,42a175a9d7b102a92332a50e6992896e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-218,poweredOn,False,False,2001,/boot,1014,562,451,45,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1217,42a175a9d7b102a92332a50e6992896e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-218,poweredOn,False,False,2002,/var,1022976,663594,359381,35,2,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1217,42a175a9d7b102a92332a50e6992896e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-219,poweredOn,False,False,2000,C:\,81420,21286,60133,74,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1218,427bb344e9aa144b9dd43675ef145064,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-219,poweredOn,False,False,2001,D:\,1023500,949515,73984,7,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1218,427bb344e9aa144b9dd43675ef145064,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-219,poweredOn,False,False,2002,E:\,255500,78985,176514,69,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1218,427bb344e9aa144b9dd43675ef145064,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-219,poweredOn,False,False,2003,F:\,204300,93339,110960,54,3,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1218,427bb344e9aa144b9dd43675ef145064,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-220,poweredOn,False,False,2000,C:\,101900,91548,10351,10,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1219,42d02b1280913ac10463750e49646b96,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-220,poweredOn,False,False,2001,D:\,50700,24664,26035,51,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1219,42d02b1280913ac10463750e49646b96,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-001,poweredOn,False,False,2000,C:\,101900,31970,69929,69,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1220,42cb80f2446f64dd5abca6e5d0b1e3eb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-002,poweredOn,False,False,2000,/,80896,43353,37542,46,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Other 3.x or later Linux (64-bit),,vm-1221,42fdde64a75b395a14a34f7fd90dd19b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-002,poweredOn,False,False,2001,/boot,1014,268,745,74,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Other 3.x or later Linux (64-bit),,vm-1221,42fdde64a75b395a14a34f7fd90dd19b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-002,poweredOn,False,False,2002,/var,254976,216247,38728,15,2,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Other 3.x or later Linux (64-bit),,vm-1221,42fdde64a75b395a14a34f7fd90dd19b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-003,poweredOn,False,False,2000,C:\,101900,29697,72202,71,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1222,427ff6b8152aeaec2bdfcb41b3eda8f1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-003,poweredOn,False,False,2001,D:\,255500,158124,97375,38,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1222,427ff6b8152aeaec2bdfcb41b3eda8f1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-006,poweredOn,False,False,2000,C:\,60940,57596,3343,5,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1225,42e582b6ad5229dd639fc471d9750f00,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-006,poweredOn,False,False,2001,D:\,1023500,294287,729212,71,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1225,42e582b6ad5229dd639fc471d9750f00,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-007,poweredOn,False,False,2000,/,101376,20261,81114,80,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1226,425731161375ee90d6b361e43b6dca0d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-007,poweredOn,False,False,2001,/boot,1014,707,306,30,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1226,425731161375ee90d6b361e43b6dca0d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-007,poweredOn,False,False,2002,/var,2046976,542897,1504078,73,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1226,425731161375ee90d6b361e43b6dca0d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-007,poweredOn,False,False,2003,/data,50176,30420,19755,39,3,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1226,425731161375ee90d6b361e43b6dca0d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-008,poweredOn,False,False,2000,C:\,60940,46192,14747,24,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1227,426e8d96601bfbcbf0eebcce8d93e14a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-009,poweredOn,False,False,2000,C:\,40460,28964,11495,28,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1228,42c8ad08b630794d6147adeb277b0667,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-010,poweredOn,False,False,2000,C:\,60940,39191,21748,36,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1229,4216591c21ebfaa91a2bd69c450f69ee,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-010,poweredOn,False,False,2001,D:\,511500,431454,80045,16,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1229,4216591c21ebfaa91a2bd69c450f69ee,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-011,poweredOn,False,False,2000,C:\,101900,74288,27611,27,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1230,42530dddc8d0f9e5991965ea98d00c2c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-011,poweredOn,False,False,2001,D:\,2047500,1427602,619897,30,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1230,42530dddc8d0f9e5991965ea98d00c2c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-012,poweredOn,False,False,2000,/,60416,52844,7571,13,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1231,422b64776177a771af70de702b69c95e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-012,poweredOn,False,False,2001,/boot,1014,663,350,35,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1231,422b64776177a771af70de702b69c95e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-013,poweredOn,False,False,2000,C:\,81420,24659,56760,70,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1232,42406f645c72aebd13b11e59c85cd714,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-014,poweredOn,False,False,2000,C:\,40460,34428,6031,15,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1233,42d773f9550c2fe9654c11d9f2e61828,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-014,poweredOn,False,False,2001,D:\,767500,246704,520795,68,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1233,42d773f9550c2fe9654c11d9f2e61828,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-015,poweredOn,False,False,2000,/,39936,37087,2848,7,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1234,42b1feadf280df1d9a6c0db952171c88,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-015,poweredOn,False,False,2001,/boot,1014,459,554,55,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1234,42b1feadf280df1d9a6c0db952171c88,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-017,poweredOn,False,False,2000,C:\,81420,16222,65197,80,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1236,42ba2aa7f3f81c3106e3f9498cd34c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-017,poweredOn,False,False,2001,D:\,767500,656363,111136,14,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1236,42ba2aa7f3f81c3106e3f9498cd34c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-018,poweredOn,False,False,2000,C:\,40460,7741,32718,81,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1237,4240afbf3df519674d8670bda2224f96,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-019,poweredOn,False,False,2000,C:\,60940,13401,47538,78,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1238,42eb9ed2ec6a37ad81b15db988cc4d49,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-019,poweredOn,False,False,2001,D:\,511500,480764,30735,6,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1238,42eb9ed2ec6a37ad81b15db988cc4d49,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-020,poweredOn,False,False,2000,/,80896,52086,28809,36,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1239,423f8c10c4da2c2e1bffa27915c1604f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-020,poweredOn,False,False,2001,/boot,1014,655,358,35,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1239,423f8c10c4da2c2e1bffa27915c1604f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-020,poweredOn,False,False,2002,/var,101376,56089,45286,45,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1239,423f8c10c4da2c2e1bffa27915c1604f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-020,poweredOn,False,False,2003,/data,254976,223444,31531,12,3,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1239,423f8c10c4da2c2e1bffa27915c1604f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-021,poweredOn,False,False,2000,C:\,60940,12658,48281,79,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1240,42f7393654e38579c0afd193f780ef2f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-021,poweredOn,False,False,2001,D:\,2047500,439331,1608168,79,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1240,42f7393654e38579c0afd193f780ef2f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-022,poweredOn,False,False,2000,C:\,81420,76016,5403,7,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1241,425fc64c721e8b1f389589399342a09f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-022,poweredOn,False,False,2001,D:\,2047500,341425,1706074,83,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1241,425fc64c721e8b1f389589399342a09f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-022,poweredOn,False,False,2002,E:\,204300,50991,153308,75,2,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1241,425fc64c721e8b1f389589399342a09f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-023,poweredOn,False,False,2000,C:\,81420,16594,64825,80,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1242,4215fa94f633cc2deba900e16a7d5d96,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-023,poweredOn,False,False,2001,D:\,2047500,1409908,637591,31,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1242,4215fa94f633cc2deba900e16a7d5d96,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-024,poweredOn,False,False,2000,C:\,81420,45113,36306,45,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1243,42b8d498702ba49f18fdd2b979e5c9aa,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-025,poweredOn,False,False,2000,C:\,40460,32474,7985,20,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1244,42fbe0e6ee0f65a82a131c1fccd015c1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-025,poweredOn,False,False,2001,D:\,2047500,1294245,753254,37,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1244,42fbe0e6ee0f65a82a131c1fccd015c1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-026,poweredOn,False,False,2000,C:\,81420,69023,12396,15,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1245,42a3f66c2fb70dab2f383b43a137f8e4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-026,poweredOn,False,False,2001,D:\,1023500,390985,632514,62,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1245,42a3f66c2fb70dab2f383b43a137f8e4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-026,poweredOn,False,False,2002,E:\,2047500,1931511,115988,6,2,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1245,42a3f66c2fb70dab2f383b43a137f8e4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-027,poweredOn,False,False,2000,C:\,81420,60969,20450,25,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1246,42c0986747419b4834ae4abd36fce0ac,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-027,poweredOn,False,False,2001,D:\,1023500,410629,612870,60,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1246,42c0986747419b4834ae4abd36fce0ac,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-028,poweredOn,False,False,2000,C:\,40460,8404,32055,79,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1247,427d4ed2dcd5bfaeabb316a743299780,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-028,poweredOn,False,False,2001,D:\,511500,94580,416919,82,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1247,427d4ed2dcd5bfaeabb316a743299780,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-028,poweredOn,False,False,2002,E:\,101900,62753,39146,38,2,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1247,427d4ed2dcd5bfaeabb316a743299780,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-029,poweredOn,False,False,2000,C:\,101900,23169,78730,77,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1248,42d051262c2ac34b9e0b7b01753659ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
